戦略,戦略タイプ,利確pips,損切りpips,時間帯,曜日,トレンド環境,ボラ環境,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"EMAクロス(12,75)",EMAクロス,6,25,22時台,月,下降のみ,直近30分変動大,1,1.0,0.0,-25.0,0.0,-25.0,0.0,0.0,1,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"MACDクロス(8,21,9)",MACDクロス,6,15,ロンドン(16-21時),金,レンジのみ,直近30分変動大,75,1.5,70.7,-12.0,6.0,-15.0,0.964,-84.0,2,28,1.4,75.0,21.0,6.0,-15.0,1.2,-51.0,3,1.245,19.7,要注意(取引数不足)
"EMAクロス(15,30)",EMAクロス,20,8,NY(21-23時),水,下降のみ,ATR低,1,1.0,100.0,20.0,20.0,0.0,999.0,0.0,0,2,1.0,50.0,12.0,20.0,-8.0,2.5,0.0,1,0.25,19.7,要注意(取引数不足)
"EMAクロス(15,200)",EMAクロス,6,30,16時台,月,上昇のみ,なし,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"MACDクロス(8,21,12)",MACDクロス,12,20,NY(21-23時),金,レンジのみ,直近30分変動大,48,1.4,56.2,-96.0,12.0,-20.0,0.771,-156.0,5,18,1.4,66.7,13.0,11.08,-20.0,1.108,-40.0,2,1.437,19.7,不採用
"EMAクロス(15,200)",EMAクロス,8,15,22時台,月,レンジのみ,ATR高,19,1.0,57.9,-40.5,7.23,-15.0,0.662,-60.3,3,3,1.0,66.7,1.0,8.0,-15.0,1.067,-15.0,1,1.5,19.7,不採用
"BBブレイク(期間14, 2.0σ)",BBブレイク,15,12,10時台,水,レンジのみ,ATR高,18,1.2,38.9,-27.0,15.0,-12.0,0.795,-78.0,4,8,1.1,50.0,12.0,15.0,-12.0,1.25,-36.0,3,1.5,19.7,要注意(取引数不足)
"BBブレイク(期間14, 2.0σ)",BBブレイク,6,20,東京(9-15時),月,順方向のみ,直近30分変動大,237,2.1,74.3,-164.0,6.0,-20.0,0.866,-278.0,3,100,1.9,78.0,28.0,6.0,-20.0,1.064,-90.0,2,1.229,19.7,不採用
"BB逆張り(期間25, 2.0σ)",BB逆張り,30,30,16時台,木,なし,ATR高,83,1.1,56.6,322.1,27.69,-27.21,1.329,-240.0,7,22,1.0,54.5,60.0,30.0,-30.0,1.2,-60.0,2,0.903,19.7,要注意(取引数不足)
"BBブレイク(期間14, 2.0σ)",BBブレイク,30,5,東京(9-15時),火,下降のみ,なし,214,2.0,16.8,162.6,29.24,-5.0,1.183,-200.0,31,79,2.1,17.7,95.0,30.0,-5.0,1.292,-70.0,15,1.092,19.7,要注意(取引数不足)
"BB逆張り(期間25, 2.5σ)",BB逆張り,8,15,16時台,木,上昇のみ,直近30分変動大,21,1.1,52.4,-62.0,8.0,-15.0,0.587,-104.0,4,3,1.0,66.7,1.0,8.0,-15.0,1.067,-15.0,1,1.5,19.7,不採用
押し目(EMA200+RSI40/60),押し目,12,20,東京(9-15時),月,下降のみ,直近30分変動大,40,1.4,65.0,32.0,12.0,-20.0,1.114,-104.0,5,23,1.4,69.6,52.0,12.0,-20.0,1.371,-88.0,4,1.231,19.7,要注意(取引数不足)
"EMAクロス(15,100)",EMAクロス,6,15,ロンドン(16-21時),月,なし,直近30分変動大,86,1.2,74.4,54.0,6.0,-15.0,1.164,-57.0,3,48,1.4,75.0,36.0,6.0,-15.0,1.2,-63.0,3,1.031,19.7,要注意(取引数不足)
"MACDクロス(8,21,12)",MACDクロス,15,30,9時台,月,順方向のみ,なし,58,1.0,75.9,263.4,14.67,-27.29,1.69,-52.0,2,26,1.0,69.2,65.2,15.0,-25.6,1.318,-69.8,2,0.78,19.7,要注意(取引数不足)
"MACDクロス(12,35,9)",MACDクロス,15,5,ロンドン(16-21時),月,なし,直近30分変動大,268,2.0,25.7,40.0,15.0,-5.0,1.04,-90.0,12,139,2.2,28.1,85.0,15.0,-5.0,1.17,-65.0,10,1.125,19.7,不採用
"BBブレイク(期間25, 1.5σ)",BBブレイク,25,30,東京(9-15時),火,上昇のみ,ATR低,88,1.0,44.3,-428.6,21.67,-26.0,0.664,-443.1,5,37,1.1,56.8,56.4,24.6,-28.77,1.123,-155.0,4,1.5,19.7,不採用
"MACDクロス(12,21,9)",MACDクロス,5,12,16時台,火,順方向のみ,直近30分変動大,26,1.1,61.5,-40.0,5.0,-12.0,0.667,-52.0,2,14,1.0,71.4,2.0,5.0,-12.0,1.042,-24.0,2,1.5,19.7,不採用
"BBブレイク(期間30, 2.5σ)",BBブレイク,4,8,NY(21-23時),月,順方向のみ,ATR低,19,1.2,94.7,64.0,4.0,-8.0,9.0,-8.0,1,6,1.2,83.3,12.0,4.0,-8.0,2.5,-8.0,1,0.278,19.7,要注意(取引数不足)
"MACDクロス(12,26,12)",MACDクロス,30,5,15時台,木,上昇のみ,なし,62,1.2,16.1,-0.6,25.94,-5.0,0.998,-65.0,13,36,1.3,19.4,65.0,30.0,-5.0,1.448,-85.0,17,1.451,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 30/60)",RSI逆張り,6,15,10時台,水,順方向のみ,ATR高,1,1.0,0.0,-15.0,0.0,-15.0,0.0,0.0,1,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/60),押し目,5,12,9時台,月,上昇のみ,直近30分変動大,9,1.0,88.9,28.0,5.0,-12.0,3.333,-12.0,1,5,1.0,80.0,8.0,5.0,-12.0,1.667,0.0,1,0.5,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 30/65)",RSI逆張り,20,10,22時台,水,なし,直近30分変動大,32,1.0,31.2,-20.0,20.0,-10.0,0.909,-90.0,8,7,1.0,42.9,8.2,16.07,-10.0,1.205,-20.0,2,1.326,19.7,要注意(取引数不足)
"BBブレイク(期間25, 1.5σ)",BBブレイク,15,8,NY(21-23時),月,なし,ATR高,145,1.5,37.2,84.2,14.54,-7.7,1.12,-101.2,8,44,1.6,38.6,39.0,15.0,-8.0,1.181,-48.0,4,1.054,19.7,不採用
"RSI逆張り(期間21, 30/65)",RSI逆張り,6,25,16時台,全曜日,下降のみ,ATR低,2,1.0,0.0,-50.0,0.0,-25.0,0.0,-25.0,2,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/60),押し目,12,10,全時間,木,順方向のみ,ATR低,171,1.5,37.4,-313.7,11.82,-10.0,0.707,-326.5,8,77,1.7,49.4,44.8,11.44,-10.0,1.115,-108.0,6,1.5,19.7,不採用
"BBブレイク(期間25, 1.5σ)",BBブレイク,25,20,21時台,全曜日,レンジのみ,ATR高,118,1.1,45.8,38.0,21.34,-17.41,1.034,-168.7,6,23,1.0,56.5,43.7,17.62,-18.53,1.236,-77.6,3,1.195,19.7,要注意(取引数不足)
"BBブレイク(期間25, 1.5σ)",BBブレイク,25,30,9時台,木,下降のみ,なし,73,1.0,61.6,305.0,23.62,-27.06,1.403,-93.2,3,26,1.1,61.5,100.0,25.0,-30.0,1.333,-90.0,3,0.95,19.7,要注意(取引数不足)
"EMAクロス(10,150)",EMAクロス,10,15,21時台,火,下降のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.7,6.7,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"MACDクロス(16,35,6)",MACDクロス,6,5,NY(21-23時),金,下降のみ,直近30分変動大,79,1.8,36.7,-76.0,6.0,-5.0,0.696,-97.0,11,21,1.5,47.6,5.0,6.0,-5.0,1.091,-20.0,4,1.5,19.7,不採用
"BB逆張り(期間30, 1.5σ)",BB逆張り,8,8,10時台,火,レンジのみ,なし,79,1.3,43.0,-88.0,8.0,-8.0,0.756,-128.0,7,25,1.2,52.0,8.0,8.0,-8.0,1.083,-24.0,3,1.433,19.7,不採用
"BBブレイク(期間25, 1.5σ)",BBブレイク,30,5,16時台,水,下降のみ,ATR低,6,1.2,0.0,-30.0,0.0,-5.0,0.0,-25.0,6,2,1.0,50.0,25.0,30.0,-5.0,6.0,-5.0,1,0.0,19.7,要注意(取引数不足)
"MACDクロス(8,26,9)",MACDクロス,8,10,全時間,月,順方向のみ,ATR低,243,1.9,55.1,-10.3,7.96,-9.88,0.99,-145.6,11,84,2.0,57.1,31.1,8.0,-9.8,1.088,-60.0,3,1.099,19.7,不採用
押し目(EMA200+RSI45/55),押し目,5,30,ロンドン(16-21時),火,下降のみ,直近30分変動大,15,1.0,80.0,-30.0,5.0,-30.0,0.667,-60.0,2,15,1.5,86.7,5.0,5.0,-30.0,1.083,-50.0,1,1.5,19.7,不採用
"BB逆張り(期間14, 2.0σ)",BB逆張り,4,15,22時台,水,順方向のみ,直近30分変動大,28,1.1,82.1,17.0,4.0,-15.0,1.227,-32.0,2,11,1.1,81.8,6.0,4.0,-15.0,1.2,-15.0,1,0.978,19.7,要注意(取引数不足)
"MACDクロス(12,35,6)",MACDクロス,10,15,22時台,水,下降のみ,直近30分変動大,27,1.1,66.7,46.8,9.51,-13.82,1.376,-60.0,4,15,1.2,66.7,25.0,10.0,-15.0,1.333,-40.0,2,0.969,19.7,要注意(取引数不足)
"MACDクロス(16,26,9)",MACDクロス,30,8,21時台,火,上昇のみ,ATR低,13,1.0,30.8,6.2,19.55,-8.0,1.086,-48.0,6,8,1.3,25.0,14.9,30.0,-7.52,1.33,-21.1,3,1.225,19.7,要注意(取引数不足)
"EMAクロス(20,150)",EMAクロス,30,15,全時間,月,順方向のみ,直近30分変動大,20,1.0,20.0,-120.0,30.0,-15.0,0.5,-135.0,9,16,1.0,43.8,59.0,27.71,-15.0,1.437,-105.0,7,1.5,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/55),押し目,15,12,22時台,金,下降のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,7.6,7.6,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 30/80)",RSI逆張り,10,25,15時台,全曜日,下降のみ,なし,52,1.0,67.3,-41.9,10.0,-23.05,0.893,-100.0,2,17,1.0,76.5,30.0,10.0,-25.0,1.3,-75.0,3,1.456,19.7,要注意(取引数不足)
"BBブレイク(期間25, 1.5σ)",BBブレイク,6,5,NY(21-23時),火,なし,ATR低,64,1.7,46.9,10.0,6.0,-5.0,1.059,-32.0,4,28,1.3,50.0,14.0,6.0,-5.0,1.2,-24.0,4,1.133,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 30/80)",RSI逆張り,5,8,10時台,金,レンジのみ,なし,5,1.0,80.0,12.0,5.0,-8.0,2.5,-8.0,1,4,1.3,75.0,7.0,5.0,-8.0,1.875,-8.0,1,0.75,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 30/80)",RSI逆張り,6,8,10時台,全曜日,レンジのみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間10, 20/70)",RSI逆張り,8,15,NY(21-23時),木,順方向のみ,ATR高,8,1.0,37.5,-51.0,8.0,-15.0,0.32,-52.0,3,3,1.0,66.7,1.0,8.0,-15.0,1.067,-15.0,1,1.5,19.7,不採用
押し目(EMA200+RSI35/60),押し目,25,10,22時台,金,下降のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,7.6,7.6,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"MACDクロス(8,35,12)",MACDクロス,20,15,16時台,月,下降のみ,ATR低,8,1.0,50.0,19.6,16.35,-11.45,1.428,-45.0,3,2,1.0,50.0,5.0,20.0,-15.0,1.333,0.0,1,0.933,19.7,要注意(取引数不足)
"EMAクロス(5,150)",EMAクロス,6,15,16時台,火,上昇のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 30/60)",RSI逆張り,20,5,全時間,水,順方向のみ,ATR高,14,1.0,28.6,8.1,14.52,-5.0,1.162,-40.0,8,4,1.0,25.0,5.0,20.0,-5.0,1.333,-5.0,2,1.147,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/65),押し目,12,12,NY(21-23時),木,上昇のみ,ATR低,7,1.2,71.4,33.1,11.42,-12.0,2.379,-12.0,1,6,1.0,66.7,13.7,9.42,-12.0,1.571,-12.0,1,0.66,19.7,要注意(取引数不足)
"EMAクロス(12,100)",EMAクロス,25,30,9時台,火,なし,なし,73,1.0,49.3,-60.8,23.87,-24.87,0.934,-344.0,7,23,1.0,60.9,94.0,25.0,-28.44,1.367,-190.0,4,1.464,19.7,要注意(取引数不足)
"BBブレイク(期間20, 2.5σ)",BBブレイク,30,20,21時台,火,順方向のみ,なし,48,1.0,45.8,-32.2,20.81,-18.85,0.934,-191.4,4,11,1.0,45.5,21.1,28.22,-20.0,1.176,-40.0,2,1.259,19.7,不採用
押し目(EMA200+RSI35/65),押し目,6,8,10時台,水,下降のみ,なし,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"BB逆張り(期間30, 2.5σ)",BB逆張り,12,5,10時台,全曜日,順方向のみ,直近30分変動大,18,1.1,22.2,-22.0,12.0,-5.0,0.686,-60.0,12,6,1.0,33.3,4.0,12.0,-5.0,1.2,-15.0,3,1.5,19.7,要注意(取引数不足)
"RSI逆張り(期間10, 35/75)",RSI逆張り,15,15,10時台,水,レンジのみ,ATR高,12,1.1,75.0,90.0,15.0,-15.0,3.0,-15.0,1,3,1.0,66.7,15.0,15.0,-15.0,2.0,-15.0,1,0.667,19.7,要注意(取引数不足)
"EMAクロス(3,150)",EMAクロス,6,20,9時台,金,順方向のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"BBブレイク(期間20, 2.5σ)",BBブレイク,20,12,9時台,火,レンジのみ,なし,52,1.0,36.5,-7.3,20.0,-11.74,0.981,-160.0,8,11,1.0,45.5,28.0,20.0,-12.0,1.389,-48.0,4,1.416,19.7,要注意(取引数不足)
"EMAクロス(3,150)",EMAクロス,6,30,21時台,全曜日,レンジのみ,ATR低,42,1.0,69.0,-126.6,5.85,-22.78,0.573,-164.4,4,17,1.1,76.5,4.8,6.0,-18.3,1.066,-48.0,1,1.5,19.7,不採用
押し目(EMA200+RSI35/60),押し目,6,30,9時台,火,上昇のみ,直近30分変動大,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
押し目(EMA200+RSI35/60),押し目,6,25,NY(21-23時),木,上昇のみ,ATR高,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
押し目(EMA200+RSI35/60),押し目,6,15,10時台,金,レンジのみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 20/75)",RSI逆張り,6,8,9時台,月,下降のみ,なし,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"BBブレイク(期間20, 2.5σ)",BBブレイク,25,25,21時台,水,なし,ATR低,6,1.0,33.3,9.1,25.0,-10.22,1.222,-28.8,2,5,1.0,60.0,25.0,25.0,-25.0,1.5,-50.0,2,1.227,19.7,要注意(取引数不足)
"MACDクロス(12,35,6)",MACDクロス,4,20,NY(21-23時),金,レンジのみ,ATR低,7,1.2,85.7,4.0,4.0,-20.0,1.2,-20.0,1,13,1.2,84.6,11.1,4.0,-16.45,1.337,-32.9,2,1.114,19.7,要注意(取引数不足)
押し目(EMA200+RSI35/55),押し目,8,10,16時台,月,下降のみ,なし,7,1.0,57.1,2.0,8.0,-10.0,1.067,-12.0,1,5,1.0,60.0,4.0,8.0,-10.0,1.2,-10.0,1,1.125,19.7,要注意(取引数不足)
"EMAクロス(15,50)",EMAクロス,25,20,21時台,火,下降のみ,ATR低,3,1.0,0.0,-60.0,0.0,-20.0,0.0,-40.0,3,1,1.0,100.0,6.7,6.7,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間7, 40/80)",RSI逆張り,25,12,16時台,木,レンジのみ,ATR低,8,1.0,25.0,-22.0,25.0,-12.0,0.694,-24.0,3,3,1.0,33.3,1.0,25.0,-12.0,1.042,-12.0,1,1.5,19.7,不採用
"BBブレイク(期間20, 2.5σ)",BBブレイク,4,25,NY(21-23時),木,レンジのみ,なし,56,1.1,76.8,-69.7,4.0,-18.59,0.712,-94.1,2,17,1.1,82.4,2.2,4.0,-17.93,1.041,-25.0,1,1.462,19.7,不採用
"BB逆張り(期間30, 1.5σ)",BB逆張り,6,15,10時台,火,順方向のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"MACDクロス(12,35,6)",MACDクロス,30,8,21時台,木,なし,ATR高,118,1.3,23.7,-77.4,22.95,-8.0,0.892,-138.0,14,26,1.2,26.9,42.6,27.8,-8.0,1.28,-58.0,7,1.435,19.7,要注意(取引数不足)
"MACDクロス(8,26,9)",MACDクロス,15,25,東京(9-15時),火,なし,ATR低,190,1.3,59.5,-142.8,14.68,-23.4,0.921,-469.0,5,55,1.3,65.5,82.8,15.0,-24.06,1.181,-135.0,4,1.282,19.7,不採用
"BB逆張り(期間14, 1.5σ)",BB逆張り,10,30,NY(21-23時),金,下降のみ,ATR高,89,1.6,70.8,37.6,9.65,-21.93,1.066,-223.8,4,29,1.8,75.9,38.3,10.0,-25.96,1.211,-100.0,2,1.136,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 25/70)",RSI逆張り,12,5,NY(21-23時),月,なし,ATR低,13,1.4,23.1,-14.0,12.0,-5.0,0.72,-30.0,6,6,1.2,33.3,4.0,12.0,-5.0,1.2,-15.0,3,1.5,19.7,要注意(取引数不足)
"BBブレイク(期間20, 2.5σ)",BBブレイク,5,8,16時台,水,下降のみ,ATR高,19,1.2,63.2,4.0,5.0,-8.0,1.071,-24.0,3,3,1.0,66.7,2.0,5.0,-8.0,1.25,-8.0,1,1.167,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 25/70)",RSI逆張り,30,25,16時台,月,レンジのみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,7.9,7.9,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/65),押し目,6,15,15時台,全曜日,レンジのみ,なし,138,1.0,69.6,-54.0,6.0,-15.0,0.914,-198.0,4,54,1.1,72.2,23.1,6.0,-14.06,1.11,-54.0,3,1.214,19.7,不採用
"RSI逆張り(期間10, 35/70)",RSI逆張り,15,20,ロンドン(16-21時),木,上昇のみ,直近30分変動大,73,1.4,57.5,3.0,14.83,-20.0,1.005,-240.0,5,34,1.3,61.8,73.3,15.0,-18.59,1.303,-110.0,5,1.297,19.7,要注意(取引数不足)
"RSI逆張り(期間21, 25/70)",RSI逆張り,6,30,16時台,月,なし,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間10, 20/80)",RSI逆張り,20,5,全時間,木,上昇のみ,直近30分変動大,144,1.8,16.7,-136.7,19.3,-5.0,0.772,-245.0,25,61,1.8,23.0,45.0,20.0,-5.0,1.191,-80.0,16,1.5,19.7,不採用
"EMAクロス(5,30)",EMAクロス,20,30,10時台,全曜日,なし,ATR高,169,1.0,60.9,113.5,19.8,-29.18,1.059,-287.8,7,63,1.0,63.5,115.8,20.0,-29.75,1.169,-114.2,4,1.104,19.7,不採用
"EMAクロス(10,50)",EMAクロス,8,15,10時台,全曜日,上昇のみ,ATR低,13,1.0,38.5,-71.6,8.0,-13.95,0.358,-66.6,5,3,1.0,66.7,1.0,8.0,-15.0,1.067,-15.0,1,1.5,19.7,不採用
"RSI逆張り(期間7, 25/80)",RSI逆張り,6,30,10時台,金,順方向のみ,ATR低,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,100.0,6.0,6.0,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"RSI逆張り(期間10, 35/60)",RSI逆張り,4,20,東京(9-15時),木,上昇のみ,ATR高,63,2.0,74.6,-132.0,4.0,-20.0,0.588,-168.0,2,18,1.6,83.3,0.0,4.0,-20.0,1.0,-24.0,1,1.5,19.7,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,15,15,16時台,木,順方向のみ,なし,98,1.0,52.0,35.1,14.43,-14.91,1.05,-195.0,6,26,1.0,53.8,30.0,15.0,-15.0,1.167,-45.0,3,1.111,19.7,不採用
押し目(EMA200+RSI40/55),押し目,12,30,16時台,全曜日,順方向のみ,なし,280,1.0,67.5,-232.1,11.82,-27.09,0.906,-477.7,4,112,1.0,70.5,90.3,11.96,-25.91,1.106,-190.9,3,1.221,19.7,不採用
"MACDクロス(12,26,9)",MACDクロス,15,12,22時台,木,なし,ATR低,7,1.2,42.9,-3.0,15.0,-12.0,0.938,-48.0,4,5,1.0,40.0,4.1,15.0,-8.63,1.158,-12.0,1,1.235,19.7,不採用
"BB逆張り(期間20, 1.5σ)",BB逆張り,25,8,16時台,月,上昇のみ,ATR高,23,1.4,8.7,-131.5,18.25,-8.0,0.217,-140.5,15,7,1.4,28.6,10.0,25.0,-8.0,1.25,-24.0,4,1.5,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/65),押し目,4,30,ロンドン(16-21時),火,レンジのみ,直近30分変動大,24,1.1,83.3,-40.0,4.0,-30.0,0.667,-80.0,2,9,1.1,88.9,2.0,4.0,-30.0,1.067,-30.0,1,1.5,19.7,不採用
"BB逆張り(期間14, 2.5σ)",BB逆張り,15,25,16時台,全曜日,なし,直近30分変動大,228,1.0,54.8,-573.8,14.4,-23.05,0.758,-738.8,7,62,1.0,64.5,54.2,14.34,-23.61,1.104,-141.7,3,1.456,19.7,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,30,12,22時台,月,レンジのみ,直近30分変動大,23,1.1,43.5,27.5,17.88,-11.64,1.182,-72.0,6,10,1.1,50.0,23.0,16.6,-12.0,1.383,-36.0,3,1.17,19.7,要注意(取引数不足)
"BB逆張り(期間20, 1.5σ)",BB逆張り,20,12,16時台,全曜日,順方向のみ,直近30分変動大,75,1.1,28.0,-228.0,20.0,-12.0,0.648,-244.0,6,35,1.1,40.0,28.0,20.0,-12.0,1.111,-64.0,5,1.5,19.7,不採用
"MACDクロス(16,21,12)",MACDクロス,8,12,東京(9-15時),水,レンジのみ,なし,231,1.7,56.7,-138.7,8.0,-11.87,0.883,-213.8,9,91,1.7,62.6,48.0,8.0,-12.0,1.118,-116.0,3,1.266,19.7,不採用
"MACDクロス(12,26,9)",MACDクロス,20,8,15時台,木,上昇のみ,直近30分変動大,16,1.1,31.2,12.0,20.0,-8.0,1.136,-56.0,7,17,1.2,35.3,32.0,20.0,-8.0,1.364,-44.0,5,1.201,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/60),押し目,20,10,東京(9-15時),水,下降のみ,ATR高,23,1.4,21.7,-80.0,20.0,-10.0,0.556,-100.0,11,8,1.6,37.5,10.0,20.0,-10.0,1.2,-30.0,3,1.5,19.7,要注意(取引数不足)
押し目(EMA200+RSI40/60),押し目,12,25,NY(21-23時),月,上昇のみ,ATR高,12,1.0,75.0,56.7,9.99,-11.07,2.708,-33.2,3,5,1.7,80.0,11.5,9.13,-25.0,1.46,0.0,1,0.539,19.7,要注意(取引数不足)
押し目(EMA200+RSI45/60),押し目,20,10,22時台,月,下降のみ,直近30分変動大,6,1.2,16.7,-48.8,1.2,-10.0,0.024,-50.0,5,5,1.0,40.0,10.0,20.0,-10.0,1.333,-30.0,3,1.5,19.7,要注意(取引数不足)
"BB逆張り(期間14, 2.5σ)",BB逆張り,20,30,全時間,木,なし,ATR低,208,1.4,54.3,-367.6,19.02,-26.5,0.854,-520.5,6,85,1.4,62.4,128.6,19.58,-28.4,1.141,-201.4,4,1.336,19.7,不採用
押し目(EMA200+RSI40/60),押し目,15,20,22時台,全曜日,下降のみ,直近30分変動大,43,1.0,51.2,-87.5,13.71,-18.53,0.775,-170.0,5,26,1.0,57.7,49.2,15.0,-15.98,1.28,-105.7,6,1.5,19.7,要注意(取引数不足)
"BB逆張り(期間20, 1.5σ)",BB逆張り,30,20,16時台,金,順方向のみ,ATR低,10,1.0,40.0,8.7,30.0,-18.55,1.078,-60.0,3,3,1.0,33.3,6.5,30.0,-11.75,1.277,-3.5,2,1.185,19.7,要注意(取引数不足)
"MACDクロス(16,21,12)",MACDクロス,5,10,10時台,火,上昇のみ,ATR低,9,1.0,100.0,45.0,5.0,0.0,999.0,0.0,0,6,1.0,83.3,15.0,5.0,-10.0,2.5,-10.0,1,0.25,19.7,要注意(取引数不足)
"EMAクロス(20,100)",EMAクロス,10,8,ロンドン(16-21時),火,レンジのみ,なし,162,1.4,46.9,62.7,9.88,-8.0,1.091,-66.0,4,52,1.5,48.1,34.0,10.0,-8.0,1.157,-44.0,4,1.06,19.7,不採用
"BB逆張り(期間30, 2.0σ)",BB逆張り,30,5,10時台,水,なし,なし,171,1.3,14.0,-37.8,28.97,-4.99,0.948,-165.0,31,78,1.4,17.9,83.6,28.83,-5.0,1.261,-95.0,15,1.33,19.7,要注意(取引数不足)
"EMAクロス(10,100)",EMAクロス,30,8,21時台,全曜日,下降のみ,ATR低,3,1.0,0.0,-21.4,0.0,-7.13,0.0,-16.0,3,1,1.0,100.0,6.7,6.7,0.0,999.0,0.0,0,0.0,19.7,要注意(取引数不足)
"BBブレイク(期間30, 1.5σ)",BBブレイク,25,15,NY(21-23時),月,上昇のみ,なし,133,1.2,53.4,496.7,18.02,-12.62,1.635,-98.0,5,39,1.2,51.3,82.0,16.87,-13.44,1.321,-53.5,4,0.808,19.7,要注意(取引数不足)
"RSI逆張り(期間7, 20/65)",RSI逆張り,6,30,15時台,金,下降のみ,なし,49,1.1,85.7,42.0,6.0,-30.0,1.2,-90.0,1,14,1.3,85.7,12.0,6.0,-30.0,1.2,-30.0,1,1.0,19.7,要注意(取引数不足)
"BBブレイク(期間30, 1.5σ)",BBブレイク,30,10,東京(9-15時),月,レンジのみ,直近30分変動大,125,1.4,20.8,-210.0,30.0,-10.0,0.788,-300.0,12,51,1.4,29.4,90.0,30.0,-10.0,1.25,-160.0,14,1.5,19.7,要注意(取引数不足)
